Feature,p227,p359,p533,p149,p160,p2,p261,p486,p367,p455,p523,p276,p393,p385,p168,p75,p42,p416,p311,p316,p30,p494,p467,p376,p13,p256,p141,p262,p197,p52,p445,p291,p532,p55,p332,p214,p157,p428,p51,p457,p324,p409,p208,p340,p16,p54,p108,p460,p279,p358,p90,p357,p435,p405,p150
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,-0.0228462585576547,-0.0292889013297508,0.012965320639336,0.0500672100656755,-0.005005769366553,-0.0353968314376641,-0.000932545467673702,0.000459808146578636,0.00982326429055626,0.069162693278934,-0.035505835120085,-0.019823363826073,2.29926746679758e-05,-0.039060103906427,-0.0311263301328993,-0.0345227284005094,0.0103891816023003,-0.0347682158570987,0.0194849671504363,0.0029638017996493,0.0154005967711885,0.0708413249550651,-0.0440700322686197,0.0539931911838685,-0.0200126378948357,0.0508012022324408,-0.0499814377632398,-0.0180712251249874,-0.0142912275750981,-0.00606964200872051,0.00498717784415799,0.0359995500240087,-0.0464573340445407,-0.0255580624497456,0.00556539783424387,0.0232679723125956,0.00108374303118115,-0.0209403491908589,0.0163958508995533,0.0551056708515298,-0.00408805661714575,0.0377390216353525,-0.0116907803555792,-0.0155127762234169,-0.00908846105236929,-0.0222511335388812,0.00164228969472571,-0.0401173505697109,-0.00765973756895441,0.0135829874770939,0.00110725661171097,-0.00467244247351894,0.0669142854834558,-0.0172141499381036,-0.0250512713471168
GO_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL,0.0471715451801115,0.133227658873439,0.103275957800433,0.106803703577827,0.159893156474542,0.0881211637123161,0.0828107235399141,0.125043856713753,0.134170889938096,0.100798823465641,0.090506674636373,0.118106794354356,0.120370905423763,0.0838939389057213,0.137607752600693,0.109708591320703,0.131406657793456,0.0870944771380352,0.0789673805774572,0.123419395978912,0.121598928594146,0.143336907464047,0.0962701196442993,0.142832748752695,0.118695877627286,0.09594704122776,0.131313258446515,0.0933730032127469,0.0593284648555349,0.151670381129507,0.0471443929891635,0.0580192491951043,0.0996289398893539,0.133994636083364,0.094095852652178,0.102674250363612,0.0980163761996523,0.0578956213751928,0.0984272659023692,0.151690713011585,0.1196465978721,0.120554163836677,0.110596564373524,0.12836171106543,0.133355305457788,0.134945755879297,0.0546011986400817,0.0386971635663851,0.103485109797496,0.12513970370341,0.0941484680419992,0.0784181093679768,0.0947287208409174,0.111573246593614,0.151558622397665
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION,0.238355444454121,0.20114385927074,0.217949159118379,0.259842998101895,0.177978280981475,0.22694125507075,0.218742346453472,0.205048965730431,0.224419802127668,0.221706719000555,0.177438054588388,0.195522053933947,0.222376756656565,0.272268613738736,0.194425598064248,0.258332923915184,0.240592848342738,0.198502875583951,0.225220352066034,0.193536899834083,0.231610878819736,0.159993999638117,0.245605136403197,0.187850725261595,0.216966511527856,0.220416489111285,0.241678866030681,0.176543480806968,0.219682410792113,0.227293464972978,0.199617849422077,0.209066464832633,0.200507261904118,0.194597530871924,0.19972379353935,0.230514007354427,0.226369885471394,0.215959109542157,0.212150334143241,0.206485085958035,0.185968200553253,0.195100974564514,0.193913704248215,0.230935666285379,0.229568049340708,0.230065097895114,0.221636874545359,0.176878324104753,0.209580445895226,0.265186406963564,0.232949347845033,0.197166828269516,0.139762528097939,0.223946758360973,0.261521771017189
GO_ODONTOGENESIS,0.0244860543036835,0.0721392796249491,0.0571279884603643,0.0850108525048072,0.081127062094863,0.0968327003917038,0.0451025380116405,0.0639246432613607,0.0976189159976315,0.0612650431955108,0.0770169173076974,0.110981108326564,0.058146554800393,0.125943627039965,0.0624782802458397,0.0474247083062348,0.0258523692960482,0.0814274295297796,0.0755512033479423,0.0837564864471318,0.101922652792288,0.0513152008754002,0.0544071586195366,0.0606133210514893,0.112687430822177,0.0911998330668757,0.0672727395377806,0.0696168127110817,0.0753610739080943,0.0881586824571315,0.0800060882561119,0.0785417060945596,0.0590814876620839,0.0761420152450913,0.0654230275506888,0.111003362156217,0.0665657119623252,0.102158134394162,0.0676940965796432,0.0520144859201381,0.0600595569631845,0.07492367796667,0.113991435077377,0.082592668749025,0.0616472284111475,0.0869600087824165,0.0749747188990149,0.0485834418595165,0.0472867653204843,0.0956142078722462,0.056584076431694,0.0528444726257445,0.0834985683891834,0.0745467933503611,0.0546911330172677
GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.123522236278843,0.0876331067262495,0.0643367388215278,0.0809815385004467,0.152512723831866,0.135384318503241,0.12002074759074,0.155143423392075,0.156504546034342,0.0901399053813986,0.0991176630771853,0.199928160337624,0.103495546857838,0.171338047168271,0.0885866036095504,0.105110165256279,0.109400739614497,0.13790153335567,0.161079673584683,0.0904380685222524,0.163236613779019,0.165468223692428,0.208697736639057,0.136798251150099,0.13417683249461,0.166964300375138,0.0698217985208241,0.115225694060929,0.162805912138507,0.0970235666139534,0.152632234844579,0.0937228050736399,0.0934955872505679,0.0960781079299097,0.110349618198183,0.0947305962710183,0.113657706820393,0.148868893318312,0.143572957399027,0.0858809295740077,0.10190818294066,0.103884417049255,0.136483925602501,0.144777744456241,0.139634492017986,0.136051977357956,0.115333855333887,0.0827119604658989,0.114803802430516,0.0973350396438189,0.132942632439115,0.0982287011714346,0.0848081152790713,0.072632507316335,0.180190924464616
GO_PROTEIN_ACTIVATION_CASCADE,0.131694370178086,0.212174091689502,0.230228590240269,0.148772719515954,0.120163256801491,0.157563863430921,0.162294905274529,0.126075674116481,0.0725132842196182,0.152385629759648,0.230972251795848,0.124045741913236,0.151136832640676,0.118414030486512,0.173351926587327,0.187456690647486,0.142867830292379,0.13878946850164,0.174781150779979,0.145051630411307,0.175301041396544,0.159256325415386,0.199556612880778,0.124845519904527,0.175559713055801,0.14328090458652,0.184759921634813,0.219782770029039,0.144048008588878,0.201694360043218,0.196585825891568,0.128612415570823,0.155812086571953,0.152438995173922,0.172291765759913,0.169115631147982,0.202787703827769,0.162051483175886,0.157808125796842,0.196142080851481,0.189186370601964,0.189486330666618,0.177753669869742,0.186741333779815,0.162607567434242,0.113104771902153,0.162613830762704,0.260898250652896,0.249606196878642,0.102363764392945,0.105458913965908,0.209436358224585,0.181913871911857,0.0901876560772941,0.198638440869878
GO_PROTEIN_K11_LINKED_UBIQUITINATION,0.199710990857728,0.191925067075302,0.241176158125691,0.252001963543487,0.215784590912226,0.271346752879766,0.246440200856327,0.22843793433459,0.224116581051795,0.236495593149748,0.227553761596297,0.206609322854265,0.261053953379011,0.298742213449877,0.228729138957615,0.230914446849663,0.278334753942936,0.231870490557761,0.280720540761213,0.256738128702729,0.24819860120959,0.260389835488248,0.216758888124446,0.303093849900762,0.28134477559225,0.234906673282965,0.255451022999019,0.243872434772387,0.240064082397579,0.248214202791379,0.267613191157358,0.269774953407215,0.27373172785051,0.224444038497153,0.254697371685332,0.239217162960437,0.279028392115095,0.255371212099465,0.268353752785049,0.279231065500038,0.221492945057349,0.289815925278032,0.240119450944373,0.236205427837959,0.226564524797164,0.23527087403014,0.24060185308644,0.237758478931939,0.243292610741235,0.285702504469228,0.230800132380738,0.242329637343165,0.225526343053241,0.24618451567718,0.237606505338328
GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT,-0.0698015674981818,-0.0674171629770973,-0.00485523076351094,0.00466290516232589,-0.0248719734442348,-0.0461119025733764,0.039502913124838,-0.1062846838933,-0.115545100245257,-0.10268225612691,-0.0487614214548452,-0.00801604094383372,-0.0751655734846082,-0.0401421059369046,-0.0603224276333975,-0.0372230172951848,-0.0241576455377546,-0.0310368652432391,0.0544715991808827,-0.0171369031016359,-0.0690947737794588,-0.0207147267592881,-0.0680431468259886,-0.151588671371876,-0.0817359419078533,-0.0740520983477954,-0.172187749811649,-0.0225494517959197,0.0169498080739201,-0.13836283738723,-0.156774011078403,-0.142371682641519,-0.0554152056134524,-0.0900159775063275,-0.0525644935798404,-0.0824167573531118,-0.0237538455908213,0.0127480852820833,-0.0720412669021776,-0.0773864987608609,-0.0535934740926284,-0.116133703866416,-0.155111469793957,-0.0265387199372063,-0.0142282847372145,-0.116911509870652,-0.117184710022354,-0.0269566999878578,0.0462203192405163,-0.107372145048832,-0.0249735613634399,-0.0858361634749458,-0.0805353671641569,-0.0511449617709469,-0.122849453682774
GO_REGULATION_OF_MESODERM_DEVELOPMENT,0.0357420022135807,0.0744421920261343,0.0200017260405455,0.10433355611604,-0.00673207303792855,0.0828897812767812,0.0407689720715046,-0.0341455647683234,-0.0276727303377786,0.0709099743259223,0.0116604194789871,0.083816255992278,-0.0322699687102305,0.0272547376476112,0.0798997806375435,0.0757570197157185,0.0372215752755459,0.108846487489451,0.0410569788004842,0.0129650046429058,-0.000254510968687773,0.0963859038460141,-0.0124369141494323,0.115368286982936,0.0595100371288416,0.0794385246683778,0.00660871776541325,0.0522287000959937,0.0898952491970451,0.13253745925377,0.063677458721166,0.114484697501164,0.117911180979911,0.126259680537209,0.0134786000883283,-0.0178442122128477,0.0608753119302237,0.0516179120622039,-0.0309976554307935,0.051127435965587,0.0507244333264991,0.027219281859211,0.0322642542104293,0.0525002482182112,0.0212404970109594,0.0833300326577688,0.0432670193999774,0.0170025531907164,-0.0170485603834911,0.112995394105436,0.0826675305903872,0.0807635349438163,0.00622803424859327,0.0231046333472389,-0.0826763716915902
GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,0.0209385857050198,-0.0788918654621432,0.0439717336355488,-0.00712994569801535,-0.021344523000645,0.0445331398077817,-0.0201867199368938,-0.0160709804629662,0.0480565586191711,0.00646183148703553,0.0701016707399972,-0.0300497312821885,-0.0241364651537932,-0.0199298774741977,-0.0134735074042803,0.000959260055285709,0.010851973557317,0.00529756965018158,-0.00137581505845505,0.0340565344374704,-0.00526834961715196,0.0197154568980378,0.0180665164271985,-0.0617452860683352,0.0497163605396075,0.00715276976428681,-0.00409937576057243,0.00667687294975189,-0.0157478656495142,0.0356714315839212,-0.0166854864387312,-0.0118673523344039,-0.0304311362448914,0.0613452692382564,0.0482312051110648,0.0393956337173547,0.0328367276943087,0.0126744313713151,-0.00354500026010625,0.0518294208469567,0.0598808254861029,0.012499151272727,-0.0540247775812829,0.0378688214496046,0.00701035032546706,0.0205561765513498,0.0287385165353894,-0.0156345906515082,-0.0268674280501432,-0.0293632025890582,0.00940734678297233,-0.0339262853340438,-0.0365007682656711,0.022982147959093,0.00595254572248314
GO_REPLACEMENT_OSSIFICATION,0.125430139345454,0.0533930350595084,0.0379923886993126,0.0663941256085364,0.0838887011469838,0.00669654145020633,0.0201857619749942,0.0623202121190422,0.0780330574846662,0.0217257049405969,0.0328566777419647,0.0732083630354985,0.0704005366177259,0.101213089199131,0.0406763849734884,0.0770782067019624,0.0626373090076497,0.0525416792254993,0.0354483151711415,0.0460010747094113,0.0522775351892965,0.0973870661381878,0.0331347635328092,0.0846617982771668,0.0521392779785854,0.0602377609687882,0.0910757529996728,0.0964382647974592,0.0295633314291208,0.0175840917510765,0.108396808920905,0.0299496127063471,0.082696144541568,0.0478354393617078,0.0799512659654932,0.0406799134369998,0.0785937837196913,0.0946913816271307,0.0523556683527805,0.0475941606869415,0.0539064188613385,0.0472011020584181,0.10704504087368,0.0518417013977055,0.0769430873541599,0.0693198845937718,0.040142714443951,0.0506224532572266,0.0314707421055407,0.040595924946968,0.073950298752203,0.0574494617946451,0.0912741131229499,0.063832013084628,0.0432872554781154
GO_RESPONSE_TO_ATP,0.0220217754408426,0.0169070675315229,0.0209024935813748,0.0387199258390601,0.0158892445000533,0.0705287731920043,-0.0151841753537343,-0.00413797007948953,0.0538538648841174,0.0634651466092987,0.0511585898999655,0.0449402078402113,-0.0123366151380601,0.0505269131499618,0.0171911991727783,-0.0404859319685833,0.0333349504675644,0.0151137174270463,0.0376652411460541,0.0430900350566408,0.0396515169470264,0.0442851516775747,0.0206031463688889,0.0461866298774664,0.00514159348732791,0.00168199561147393,0.0446027011534877,-0.0369359617592766,0.0210065877407162,0.0217578002472468,0.0356092510455261,0.0326932555566273,0.00228807883607427,-0.00309085486294999,0.0192134765100531,0.0558265002110377,-0.0179603396618071,0.0141852702023668,0.0259788865109002,0.00137221554975132,0.0142318871757361,0.0529994562307632,0.0376014051247341,0.0605577909048939,0.0308233399690505,0.0368253802227054,0.000732590185704603,0.0730986843517233,0.0203192753016993,0.0546700096941013,0.0341483968043093,0.0422316483093192,-0.0152654176152772,-0.021358344707007,0.0415836250647161
GO_TROPHOBLAST_CELL_MIGRATION,0.252119955320204,0.248758185297499,0.25771083558384,0.245625128018606,0.276186856753448,0.225275772944471,0.276567232563467,0.224115552973827,0.287171365323543,0.263393085737983,0.258518754992501,0.252594378429111,0.23172760371814,0.290824072639151,0.226825327643905,0.281593335993501,0.221901464492039,0.246340998600721,0.271942345136567,0.2967697616356,0.265645879873089,0.283832797220817,0.233387273498555,0.281970527288502,0.283169932701233,0.256559527420861,0.251513438820774,0.239983196910193,0.224567134293022,0.268434034283643,0.265415245756852,0.2644241884525,0.294226322148161,0.239437893904751,0.208038679522375,0.27022975082342,0.268528643845458,0.292282270373988,0.267427522631986,0.236244320849971,0.260773989644092,0.284897114609809,0.267156473336756,0.240434013338245,0.254499218567394,0.31047520807543,0.253434185581992,0.269632165651374,0.265635090986678,0.275816121010271,0.258540757866707,0.195005061101139,0.253351797699198,0.216259863168878,0.281872609243612
HALLMARK_ANGIOGENESIS,0.388220344750225,0.375883763197672,0.363723183927009,0.357383591567888,0.347346438064343,0.426410088542373,0.347998671009174,0.351472673982369,0.333801752092936,0.338147402649248,0.357028803777232,0.438653584938008,0.410248622484824,0.400982031891108,0.381406438979139,0.3966299973832,0.40981682689405,0.413676943210502,0.406930490784415,0.34058537862543,0.410828411970728,0.377004277849411,0.33660733927189,0.342393292401444,0.384231683335156,0.416343602359698,0.320731826315416,0.449418228042927,0.353650466802501,0.386500577611421,0.338420590837216,0.367758164882156,0.39457333837986,0.391991159030117,0.34878084745773,0.442061410330314,0.442770888426571,0.352438403638384,0.339537154876818,0.37020614296616,0.350290355747408,0.330091872222023,0.402997784991877,0.355371890528941,0.323657319769684,0.407007881265262,0.304398778940324,0.386231202314849,0.337285034685976,0.353002508111692,0.292593178014646,0.489816414568575,0.347407297576632,0.372292700441594,0.25251441517386
