Gene	PD1-TPM_Z-ANOVA	TCGA-TPM_Z-ANOVA	PD1-TPM_Z-ANOVA-Sig	TCGA-TPM_Z-ANOVA-Sig	V1	V2
ABHD14A-ACY1	0.56097509479183	0.53699308078302	0	0	 	 
ABHD14B	0.289196944659145	0.938335998490038	0	0	 	 
ABHD15	0.946471736818131	0.634383571026208	0	0	 	 
ABHD16A	0.49915057326169	0.477284605874077	0	0	 	 
ABHD16B	0.115226549547262	0.00049515922128731	0	1	 	 
ABHD17A	0.305566905367888	0.813550259500148	0	0	 	 
ABHD17B	0.723862931282512	0.158716091621953	0	0	 	 
ABHD17C	0.790075626971567	0.178577019137692	0	0	 	 
ABHD18	0.377543786911245	0.846300792090587	0	0	 	 
ABHD2	0.708054127122258	0.918508011648951	0	0	 	 
ABHD3	0.452310929704904	0.205406818541628	0	0	 	 
ABHD4	0.87840556937223	0.675552751474558	0	0	 	 
ABHD5	0.0465036079479855	0.304199070615557	0	0	 	 
ABHD6	0.920625052493542	0.254379398529787	0	0	 	 
ABHD8	0.205704794759769	0.333601614506235	0	0	 	 
ABI1	0.426418783335357	0.86156123434069	0	0	 	 
ABI2	0.316072881664352	0.626876097068468	0	0	 	 
ABI3	0.52734023262875	0.275653846129151	0	0	 	 
ABI3BP	0.896602440578142	0.592769456088859	0	0	 	 
ABL1	0.683057392017296	0.992544412513233	0	0	 	 
ABL2	0.605969950549927	0.758545617539958	0	0	 	 
ABLIM1	0.764069948679965	0.671869827700853	0	0	 	 
ABLIM2	0.892005252444538	0.631348218354161	0	0	 	 
ABLIM3	0.430510537735552	0.358273065000964	0	0	 	 
ABO	0.1222804733962	0.908107966508656	0	0	 	 
ABR	0.567920167003423	0.74751106066116	0	0	 	 
ABRACL	0.777127569558238	0.0789210719763188	0	1	 	 
ABT1	0.56710198928067	0.142104131936815	0	0	 	 
ABTB1	0.242754215416449	0.225187492451929	0	0	 	 
ABTB2	0.151779155682742	0.656366950077468	0	0	 	 
ACAA1	0.441089393440316	0.678955023589966	0	0	 	 
ACAA2	0.204515863425534	0.468145642776843	0	0	 	 
ACACA	0.214896151289461	0.853327717629961	0	0	 	 
ACACB	0.664560914538476	0.585470449727424	0	0	 	 
ACAD10	0.921699224945166	0.50974940681073	0	0	 	 
ACAD11	0.12145717262496	0.52932365587184	0	0	 	 
ACAD8	0.170909904550786	0.190889662850413	0	0	 	 
ACAD9	0.520937329545848	0.443640918578184	0	0	 	 
ACADL	0.0857874216564376	0.598512774081478	0	0	 	 
ACADM	0.640856079730205	0.357988357015249	0	0	 	 
ACADS	0.997079556032549	0.909873246988023	0	0	 	 
ACADSB	0.691804299605376	0.158492966074365	0	0	 	 
ACADVL	0.517929111338223	0.705574690238911	0	0	 	 
ACAN	0.419953421839291	0.453345892515684	0	0	 	 
ACAP1	0.156515808333291	0.618212662144551	0	0	 	 
ACAP2	0.483857282014047	0.531900741483198	0	0	 	 
ACAP3	0.277570412132625	0.426504046878733	0	0	 	 
ACAT1	0.287332716064871	0.688158783879137	0	0	 	 
ACAT2	0.294595278110804	0.68478972601695	0	0	 	 
ACBD3	0.414468494142354	0.992285606142588	0	0	 	 
ACBD4	0.246132550760788	0.773827167929083	0	0	 	 
ACBD5	0.678554281954209	0.99907673669625	0	0	 	 
ACBD6	0.137040337629153	0.36213468684041	0	0	 	 
ACBD7	0.832491347027535	0.202140689210248	0	0	 	 
ACCS	0.204124828327044	0.72644037115631	0	0	 	 
ACCSL	0.915995082963299	0.205241729601601	0	0	 	 
ACD	0.618127428521413	0.475443781561437	0	0	 	 
ACE	0.708715166610459	0.102244748558517	0	0	 	 
ACE2	0.18575959514575	0.25093473027439	0	0	 	 
ACER1	0.531991872660474	0.174413559754469	0	0	 	 
ACER2	0.221540245556384	0.534352390119179	0	0	 	 
ACER3	0.651824574744025	0.77735845593024	0	0	 	 
ACHE	0.0462378808330506	0.61503203995785	0	0	 	 
ACIN1	0.723363948074086	0.311473573139353	0	0	 	 
ACKR1	0.929679560104942	0.259736305447421	0	0	 	 
ACKR2	0.446792652439778	0.765960227859704	0	0	 	 
ACKR3	0.261461535688155	0.222467762052296	0	0	 	 
ACKR4	0.692366724822605	0.910040457525763	0	0	 	 
ACLY	0.910566457728693	0.566309901974582	0	0	 	 
ACMSD	0.691661664501471	0.000905677504404491	0	1	 	 
ACO1	0.339850578581255	0.0396233907286001	0	1	 	 
ACO2	0.218230970094243	0.68840650401661	0	0	 	 
ACOT1	0.0382325353796894	0.510196267812921	0	0	 	 
ACOT11	0.36615544568508	0.589817829460496	0	0	 	 
ACOT12	0.336390331554991	0.263922554877469	0	0	 	 
ACOT13	0.32688259127195	0.219021967142899	0	0	 	 
ACOT2	0.580044115872251	0.883751931932627	0	0	 	 
ACOT4	0.921736636144088	0.949460986589091	0	0	 	 
ACOT7	0.0642889879759372	0.258682413395663	0	0	 	 
ACOT8	0.258640358093645	0.104037047799148	0	0	 	 
ACOT9	0.478892031649829	0.714022661036697	0	0	 	 
ACOX1	0.590778950481378	0.782959710427611	0	0	 	 
ACOX2	0.60276620379316	0.560039254979509	0	0	 	 
ACOX3	0.136452470308099	0.447187161792223	0	0	 	 
ACOXL	0.800107398734281	0.955057085338619	0	0	 	 
ACP1	0.965943772898547	0.72592475963288	0	0	 	 
ACP2	0.977699822936586	0.0121082889955662	0	1	 	 
ACP5	0.438496905087457	0.599544304589858	0	0	 	 
ACP6	0.271144500884056	0.591040628974455	0	0	 	 
ACP7	0.216127410998982	0.135196107427087	0	0	 	 
ACR	0.366258688557431	0.114212355408493	0	0	 	 
ACRBP	0.515781284146901	0.711115854852639	0	0	 	 
ACRV1	0.224228636171204	0.694851098344881	0	0	 	 
ACSBG1	0.159284040259986	0.545696726979965	0	0	 	 
ACSBG2	0.352091326236892	0.279842937837696	0	0	 	 
ACSF2	0.285284958764623	0.352542756365922	0	0	 	 
ACSF3	0.0785808031744973	0.719288465421571	0	0	 	 
ACSL1	0.156425093164574	0.0783815796336969	0	1	 	 
ACSL3	0.933829650057545	0.446004716688302	0	0	 	 
ACSL4	0.738093698914308	0.454225927907693	0	0	 	 
ACSL5	0.504095365939244	0.956906850593764	0	0	 	 
ACSL6	0.881287639416709	0.210364810956332	0	0	 	 
ACSM1	0.155727562595973	0.371035979643532	0	0	 	 
ACSM2A	0.882515925467596	0.799942898347481	0	0	 	 
ACSM2B	0.640236728924027	0.516186033118189	0	0	 	 
ACSM3	0.340832420935523	0.496684422940615	0	0	 	 
ACSM5	0.675505531767245	0.354143814216523	0	0	 	 
ACSM6	0.99472917161821	0.467935047232284	0	0	 	 
ACSS1	0.258010588509833	0.679319051270835	0	0	 	 
ACSS2	0.212443791829612	0.463692245473911	0	0	 	 
ACSS3	0.0306782396730861	0.674764023300617	0	0	 	 
ACTA1	0.695773229249634	0.220801066797302	0	0	 	 
ACTA2	0.19174903908689	0.346420179315771	0	0	 	 
ACTA2-AS1	0.400832475512003	0.898165972326975	0	0	 	 
ACTB	0.564045513966473	0.0148958606025338	0	1	 	 
ACTBL2	0.0526869752049721	0.434823237200444	0	0	 	 
ACTC1	0.961342882963136	0.79898755663929	0	0	 	 
ACTG1	0.071125577588545	0.418030332540758	0	0	 	 
ACTG1P17	0.982395086301453	0.819993665752673	0	0	 	 
ACTG1P20	0.339617100981491	0.213906824760273	0	0	 	 
ACTG1P4	0.731147454072546	0.697500565384498	0	0	 	 
ACTG2	0.0681927221993033	0.352558678337641	0	0	 	 
ACTL10	0.679570288176563	0.301747433919069	0	0	 	 
ACTL6A	0.81308107646884	0.631494626714049	0	0	 	 
ACTL6B	0.170745787664107	0.621082978210458	0	0	 	 
ACTL8	0.961357193178433	0.383555682434139	0	0	 	 
ACTN1	0.329517508254785	0.613187574942601	0	0	 	 
ACTN2	0.518909581282179	0.452804798237144	0	0	 	 
ACTN3	0.988355847301953	0.95317458105338	0	0	 	 
ACTN4	0.830059168676135	0.0758450753907305	0	1	 	 
ACTR10	0.165428696917864	0.815430244293415	0	0	 	 
ACTR1A	0.517761375995003	0.107117803355072	0	0	 	 
ACTR1B	0.697456959459174	0.564294690061214	0	0	 	 
ACTR2	0.729319443456106	0.95544702850427	0	0	 	 
ACTR3	0.94479793993052	0.658534061741679	0	0	 	 
ACTR3B	0.401668087051516	0.62304093344009	0	0	 	 
ACTR3C	0.266534793772603	0.805058694121247	0	0	 	 
ACTR5	0.556813166588949	0.420513316218077	0	0	 	 
ACTR6	0.441028160963642	0.782657645148658	0	0	 	 
ACTR8	0.0201834573568644	0.699211930175223	0	0	 	 
ACTRT3	0.311580895069681	0.162484563909654	0	0	 	 
ACVR1	0.902438891599968	0.964024568285664	0	0	 	 
ACVR1B	0.768993392552438	0.926200222985767	0	0	 	 
ACVR1C	0.0949826126725167	0.161722336318283	0	0	 	 
ACVR2A	0.0780472236734361	0.997300747815666	0	0	 	 
ACVR2B	0.759041117799887	0.464084190296693	0	0	 	 
ACVR2B-AS1	0.834445592198965	0.19180173136003	0	0	 	 
ACVRL1	0.104100467814598	0.318661893635108	0	0	 	 
ACY1	0.579963741671226	0.843559884764844	0	0	 	 
ACY3	0.363873635653516	0.25280608013678	0	0	 	 
ACYP1	0.461210657092764	0.923249203173767	0	0	 	 
ACYP2	0.27437210901071	0.626897144227894	0	0	 	 
ADA	0.0453954439691977	0.951055075950499	0	0	 	 
ADAD2	0.491560628044188	0.000236167419435186	0	1	 	 
ADAL	0.912963081378352	0.865653887536957	0	0	 	 
ADAM10	0.465020169290866	0.380477830403479	0	0	 	 
ADAM11	0.158876857641976	0.324498151884402	0	0	 	 
ADAM12	0.0103346379058625	0.646597238228678	0	0	 	 
ADAM15	0.762661338861555	0.412497661924068	0	0	 	 
ADAM17	0.602124970966483	0.279430368835785	0	0	 	 
ADAM19	0.690927957106577	0.232247884188063	0	0	 	 
ADAM20	0.950700002086224	0.446936540583113	0	0	 	 
ADAM20P1	0.496383729924029	0.483614654530941	0	0	 	 
ADAM21	0.15208828074715	0.339734136406506	0	0	 	 
ADAM21P1	0.128612880637856	0.705765480311354	0	0	 	 
ADAM22	0.86206808623527	0.567063952474971	0	0	 	 
ADAM23	0.384935125279571	0.193549004540212	0	0	 	 
ADAM28	0.756421424961393	0.535950874394866	0	0	 	 
ADAM32	0.679046447419682	0.989234945211218	0	0	 	 
ADAM33	0.0273287277939076	0.5138847919546	0	0	 	 
ADAM8	0.922037439529114	0.285541651235349	0	0	 	 
ADAM9	0.114365412803456	0.152083327186436	0	0	 	 
ADAMDEC1	0.844827967757494	0.861293737525929	0	0	 	 
ADAMTS1	0.905851697619709	0.5429368810674	0	0	 	 
ADAMTS10	0.701240484343358	0.846624446003154	0	0	 	 
ADAMTS12	0.0686063635764	0.216339061156123	0	0	 	 
ADAMTS13	0.868492433821002	0.913850921147647	0	0	 	 
ADAMTS14	0.771299351351164	0.0283948842318273	0	1	 	 
ADAMTS15	0.244723504274546	0.401818338257448	0	0	 	 
ADAMTS16	0.915161621894562	0.912527252218139	0	0	 	 
ADAMTS17	0.740636583224247	0.405717569517992	0	0	 	 
ADAMTS18	0.597131466347694	0.00911105701556005	0	1	 	 
ADAMTS19	0.376976603052326	0.633243113025372	0	0	 	 
ADAMTS2	0.265646496737506	0.187756004371052	0	0	 	 
ADAMTS20	0.745250871605779	0.501521275116002	0	0	 	 
ADAMTS3	0.99126438131872	0.681177644193051	0	0	 	 
ADAMTS4	0.423735948637782	0.996616724601182	0	0	 	 
ADAMTS5	0.157326290123818	0.745405423374502	0	0	 	 
ADAMTS6	0.258727331145048	0.749152390304138	0	0	 	 
ADAMTS7	0.205431640541473	0.891710989197065	0	0	 	 
ADAMTS7P1	0.098275061107934	0.670297245136888	0	0	 	 
ADAMTS8	0.308365478256024	0.55053428900655	0	0	 	 
ADAMTS9	0.638618024044916	0.683890237439778	0	0	 	 
ADAMTS9-AS1	0.116303555506779	0.977439648044509	0	0	 	 
ADAMTS9-AS2	0.589862110803345	0.930471494054415	0	0	 	 
ADAMTSL1	0.491910505488353	0.330978705603116	0	0	 	 
ADAMTSL2	0.346894784107671	0.830371828668671	0	0	 	 
ADAMTSL3	0.886158599673836	0.563063505532707	0	0	 	 
ADAMTSL4	0.859717448716297	0.772821110700942	0	0	 	 
ADAMTSL4-AS1	0.163863858694863	0.434042500234737	0	0	 	 
ADAMTSL5	0.728933234068522	0.846350077394148	0	0	 	 
ADAP1	0.746712619971513	0.0414746325642941	0	1	 	 
ADAP2	0.217518111042783	0.291010264264167	0	0	 	 
ADAR	0.0542963306874089	0.4122627296605	0	0	 	 
ADARB1	0.636593321559924	0.424702654951584	0	0	 	 
ADARB2	0.928248606835967	0.352971496170175	0	0	 	 
ADAT1	0.902803875737216	0.246336225064586	0	0	 	 
ADAT2	0.749636394493256	0.518869350970027	0	0	 	 
ADAT3	0.77721644138418	0.321990378020403	0	0	 	 
ADCK1	0.714418821325919	0.295233538881928	0	0	 	 
ADCK2	0.469131366764464	0.3868714545372	0	0	 	 
ADCK5	0.905009396161792	0.708557662091666	0	0	 	 
ADCY1	0.754315024132005	0.891600908415539	0	0	 	 
ADCY10	0.811649407794972	0.446391642925	0	0	 	 
ADCY10P1	0.111232898340634	0.695193013493544	0	0	 	 
ADCY2	0.894781312435902	0.188195697674235	0	0	 	 
ADCY3	0.153024587623007	0.923727115997657	0	0	 	 
ADCY4	0.487746970216876	0.822695509146016	0	0	 	 
ADCY5	0.291673932621568	0.692642392727698	0	0	 	 
ADCY6	0.192631160253566	0.996990514821096	0	0	 	 
ADCY7	0.614531083092891	0.36115792122233	0	0	 	 
ADCY8	0.0248453932522801	0.2725966513914	0	0	 	 
ADCY9	0.870242406781634	0.307381531573054	0	0	 	 
ADCYAP1	0.946836604093466	0.883341679880457	0	0	 	 
ADCYAP1R1	0.986692273957398	0.764395765575769	0	0	 	 
ADD1	0.441533857789806	0.22719776655978	0	0	 	 
ADD2	0.370029445821939	0.777683241033182	0	0	 	 
ADD3	0.981841069758096	0.580515493453289	0	0	 	 
ADD3-AS1	0.991086901873444	0.812669142743463	0	0	 	 
ADGRA1	0.766438170165948	0.298797225775256	0	0	 	 
ADGRA1-AS1	0.360977970194596	0.555938111967246	0	0	 	 
ADGRA2	0.133855167082755	0.61571796331044	0	0	 	 
ADGRA3	0.736936641885644	0.536100408761184	0	0	 	 
ADGRB1	0.38648066203375	0.422162023058117	0	0	 	 
ADGRB2	0.860951411292262	0.17431328422516	0	0	 	 
ADGRB3	0.77673203449497	0.411771507920042	0	0	 	 
ADGRD1	0.633433461630348	0.00712476460509141	0	1	 	 
ADGRE1	0.211509675626445	0.153628446815354	0	0	 	 
ADGRE2	0.576124959926945	0.710072956927476	0	0	 	 
ADGRE3	0.242804432678423	0.188427188467346	0	0	 	 
ADGRE4P	0.202748167590339	0.170207670631443	0	0	 	 
ADGRE5	0.0775828260564135	0.513769220847087	0	0	 	 
ADGRF1	0.25308076220199	0.808502058649768	0	0	 	 
ADGRF2	0.751133997368503	0.264503943103179	0	0	 	 
ADGRF3	0.472595969322064	0.710060647465032	0	0	 	 
ADGRF4	0.295344305809253	0.019180178425768	0	1	 	 
ADGRF5	0.116718820928646	0.0955719990793294	0	1	 	 
ADGRG1	0.818785503640618	0.5083381352058	0	0	 	 
ADGRG2	0.488182218383212	0.384689063540504	0	0	 	 
ADGRG3	0.19328683779424	0.334069502297713	0	0	 	 
ADGRG5	0.113895338974664	0.984489319661625	0	0	 	 
ADGRG6	0.925007623988411	0.69412899938376	0	0	 	 
ADGRG7	0.883197762783738	0.406869116694977	0	0	 	 
ADGRL1	0.355214272669433	0.73808208162491	0	0	 	 
ADGRL2	0.146788479621296	0.760210159348109	0	0	 	 
ADGRL3	0.0238694058969785	0.224342800061831	0	0	 	 
ADGRL4	0.977079293795653	0.206283937740533	0	0	 	 
ADGRV1	0.0500582036833005	0.313281907425075	0	0	 	 
ADH1A	0.827305939203171	0.688221428451902	0	0	 	 
ADH1B	0.563451618021948	0.667067286533063	0	0	 	 
ADH1C	0.945657518506539	0.353559587231646	0	0	 	 
ADH4	0.248828714448347	0.680203752394234	0	0	 	 
ADH5	0.042113736427227	0.91348817107974	0	0	 	 
ADH6	0.86160375923973	0.602497354661691	0	0	 	 
ADHFE1	0.491213420348264	0.435905661556174	0	0	 	 
ADI1	0.178589038315969	0.476559766780102	0	0	 	 
ADIPOQ	0.686286445957752	0.511559244371287	0	0	 	 
ADIPOQ-AS1	0.296534261555528	0.834463990888895	0	0	 	 
ADIPOR1	0.974903780059674	0.969312543585471	0	0	 	 
ADIPOR2	0.301788067015907	0.730437125326268	0	0	 	 
ADIRF	0.655349500273497	0.546981384162552	0	0	 	 
ADK	0.159768402248795	0.225772117149032	0	0	 	 
ADM	0.851359347606236	0.141076849380394	0	0	 	 
ADM2	0.653999448347739	0.19823902398485	0	0	 	 
ADM5	0.791910978904702	0.850062811793062	0	0	 	 
ADNP	0.366546359865125	0.668233707513822	0	0	 	 
ADNP2	0.550987799266788	0.8544314066046	0	0	 	 
ADNP-AS1	0.430637837317032	0.519837744066373	0	0	 	 
ADO	0.487690292986223	0.922259549850406	0	0	 	 
ADORA1	0.927809328729932	0.525852447911142	0	0	 	 
ADORA2A	0.110105036968949	0.50861387283842	0	0	 	 
ADORA2A-AS1	0.902311824392339	0.159138929355517	0	0	 	 
ADORA2B	0.0962078922206471	0.368941346816834	0	0	 	 
ADORA3	0.275384367399267	0.0764481898279732	0	1	 	 
ADPGK	0.599008901210735	0.954435888243355	0	0	 	 
ADPGK-AS1	0.430724579935146	0.651737754132233	0	0	 	 
ADPRH	0.477088534262952	0.680674929532488	0	0	 	 
ADPRHL1	0.15872604532642	0.529079384155492	0	0	 	 
ADPRHL2	0.497530320823074	0.450133874481622	0	0	 	 
ADPRM	0.706692531720285	0.343645480332724	0	0	 	 
ADRA1A	0.666794274012029	0.824087514034898	0	0	 	 
ADRA1B	0.641157535349221	0.479176727085817	0	0	 	 
ADRA1D	0.68284705512549	0.542171424049943	0	0	 	 
ADRA2A	0.163274971274866	0.553156585481726	0	0	 	 
ADRA2B	0.670841633405915	0.649431541425016	0	0	 	 
ADRA2C	0.893505195642147	0.623566281638673	0	0	 	 
ADRB1	0.217685457554998	0.0304212985967669	0	1	 	 
ADRB2	0.843711133718135	0.998307205631182	0	0	 	 
ADRM1	0.499734829231021	0.122617820631011	0	0	 	 
ADSL	0.646038598448867	0.213441179952306	0	0	 	 
ADTRP	0.816326252057777	0.588710422367441	0	0	 	 
AEBP1	0.876044662888412	0.861466391821686	0	0	 	 
AEBP2	0.614797955737038	0.159706330020081	0	0	 	 
AEN	0.0368207054233729	0.345094084244959	0	0	 	 
AFAP1	0.374628261007838	0.208627030186327	0	0	 	 
AFAP1-AS1	0.35887012550113	0.570011350320901	0	0	 	 
AFAP1L1	0.33270150297674	0.303353462981654	0	0	 	 
AFAP1L2	0.169593738169622	0.152240876045619	0	0	 	 
AFF1	0.879218326881919	0.468041464617637	0	0	 	 
AFF2	0.919493805939334	0.105022123900079	0	0	 	 
AFF3	0.0683879355571992	0.166575267810185	0	0	 	 
AFF4	0.373210085768722	0.612897538654366	0	0	 	 
AFG3L1P	0.710933321249593	0.77176835873862	0	0	 	 
AFG3L2	0.872542327380726	0.326327361321584	0	0	 	 
AFM	0.355031729115904	0.430241122368663	0	0	 	 
AFMID	0.467746823905599	0.388734860258155	0	0	 	 
AFTPH	0.689813051979016	0.887662152324918	0	0	 	 
AGA	0.892539933123469	0.89752999137803	0	0	 	 
AGAP1	0.888613679789797	0.470631685026728	0	0	 	 
AGAP10P	0.667682765296642	0.781550531853876	0	0	 	 
AGAP11	0.747667051331813	0.900143017559367	0	0	 	 
AGAP12P	0.846171886858296	0.894621520707968	0	0	 	 
AGAP2	0.860813236333695	0.529727893618391	0	0	 	 
AGAP2-AS1	0.759912778822593	0.173184819734218	0	0	 	 
AGAP3	0.814924501202359	0.0670572397442887	0	1	 	 
AGAP4	0.810275203837424	0.422478717277676	0	0	 	 
AGAP5	0.215009061286384	0.522726159786801	0	0	 	 
AGAP6	0.561025368412354	0.705804492175779	0	0	 	 
AGAP7P	0.851083702341725	0.576208445423486	0	0	 	 
AGAP9	0.348839765359561	0.915785357091282	0	0	 	 
AGBL1	0.226576741470666	0.827539118291986	0	0	 	 
AGBL2	0.520390945794915	0.299966065906848	0	0	 	 
AGBL3	0.945883918368764	0.209222857935157	0	0	 	 
AGBL4	0.335008712567951	0.122249151010795	0	0	 	 
AGBL5	0.406863874231211	0.959756166048149	0	0	 	 
AGER	0.468066704403163	0.106507626634906	0	0	 	 
AGFG1	0.633004537550744	0.517153014912456	0	0	 	 
AGFG2	0.97874003050021	0.788425036665171	0	0	 	 
AGGF1	0.777696676251955	0.77385744994609	0	0	 	 
AGK	0.373661716099137	0.684412194265441	0	0	 	 
AGL	0.652421397038674	0.676011085323309	0	0	 	 
AGMAT	0.115723094679698	0.279652507324772	0	0	 	 
AGMO	0.360867756578713	0.859789306471025	0	0	 	 
AGO1	0.800502500121671	0.645809564020924	0	0	 	 
AGO2	0.504313622318269	0.324532747813779	0	0	 	 
AGO3	0.58217581814492	0.860500603467238	0	0	 	 
AGO4	0.744184490782241	0.599280919481197	0	0	 	 
AGPAT1	0.562050765015416	0.525157802112662	0	0	 	 
AGPAT2	0.966809023806657	0.552773273693866	0	0	 	 
AGPAT3	0.787446540664283	0.805004181819159	0	0	 	 
AGPAT4	0.55135875705815	0.983771709017927	0	0	 	 
AGPAT4-IT1	0.296862476074331	0.726147244568679	0	0	 	 
AGPAT5	0.985163566669089	0.146947579288778	0	0	 	 
AGPS	0.618831486377624	0.667944953644489	0	0	 	 
AGR2	0.00881515701544772	0.0637342869903118	1	1	 	 
AGR3	0.188644703741194	0.237413444793479	0	0	 	 
AGRN	0.693302477189992	0.369494815663112	0	0	 	 
AGT	0.917158675218611	0.928543215427645	0	0	 	 
AGTPBP1	0.210056610146587	0.987570910664806	0	0	 	 
AGTR1	0.602459356073378	0.5231001367268	0	0	 	 
AGTR2	0.0676044643043506	0.995873814079722	0	0	 	 
AGTRAP	0.403110939953753	0.401080359833259	0	0	 	 
AGXT	0.60874177842633	0.41926262412699	0	0	 	 
AGXT2	0.450092230992654	0.61824987070096	0	0	 	 
